,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee
160,2,2021-02-01 00:35:56,2021-02-01 00:39:55,2.0,0.91,1.0,N,107,164,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5,
161,2,2021-02-01 00:29:22,2021-02-01 00:29:27,1.0,0.0,5.0,N,265,264,1,70.0,0.0,0.0,14.06,0.0,0.3,84.36,0.0,
162,1,2021-02-01 00:46:50,2021-02-01 00:48:49,1.0,0.2,1.0,N,24,151,2,3.0,3.0,0.5,0.0,0.0,0.3,6.8,0.0,
163,1,2021-02-01 00:03:34,2021-02-01 00:19:28,1.0,3.4,1.0,Y,186,236,1,13.5,3.0,0.5,3.45,0.0,0.3,20.75,2.5,
164,1,2021-02-01 00:28:49,2021-02-01 00:35:15,1.0,1.1,1.0,N,162,48,1,6.5,3.0,0.5,1.0,0.0,0.3,11.3,2.5,
165,1,2021-02-01 00:38:38,2021-02-01 00:44:57,1.0,1.0,1.0,N,68,170,1,6.0,3.0,0.5,1.5,0.0,0.3,11.3,2.5,
166,1,2021-02-01 00:13:22,2021-02-01 00:31:38,1.0,3.6,1.0,N,148,48,2,14.5,3.0,0.5,0.0,0.0,0.3,18.3,2.5,
167,1,2021-02-01 00:38:43,2021-02-01 00:56:03,1.0,3.5,1.0,N,186,238,1,14.0,3.0,0.5,3.2,0.0,0.3,21.0,2.5,
168,2,2021-02-01 00:26:27,2021-02-01 00:58:26,2.0,10.54,1.0,N,132,39,2,30.5,0.5,0.5,0.0,0.0,0.3,31.8,0.0,
169,2,2021-02-01 00:02:41,2021-02-01 00:17:50,1.0,2.83,1.0,N,186,144,1,11.5,0.5,0.5,2.0,0.0,0.3,17.3,2.5,
170,1,2021-02-01 00:08:21,2021-02-01 00:13:56,1.0,1.0,1.0,N,163,142,1,6.0,3.0,0.5,2.9,0.0,0.3,12.7,2.5,
171,2,2021-02-01 00:07:33,2021-02-01 00:27:13,1.0,5.96,1.0,N,132,216,2,19.5,0.5,0.5,0.0,0.0,0.3,20.8,0.0,
172,2,2021-02-01 00:46:03,2021-02-01 00:46:18,3.0,0.0,5.0,N,79,107,1,25.0,0.0,0.0,0.0,0.0,0.3,27.8,2.5,
173,2,2021-02-01 00:01:15,2021-02-01 00:30:02,1.0,8.94,1.0,N,138,151,1,28.5,0.5,0.5,10.78,6.12,0.3,46.7,0.0,
174,2,2021-02-01 00:31:30,2021-02-01 00:47:01,1.0,2.84,1.0,N,186,4,1,12.0,0.5,0.5,4.74,0.0,0.3,20.54,2.5,
175,2,2021-02-01 00:54:56,2021-02-01 01:08:45,3.0,2.73,1.0,N,79,161,1,11.5,0.5,0.5,10.0,0.0,0.3,25.3,2.5,
176,1,2021-02-01 00:05:56,2021-02-01 00:34:01,1.0,15.3,1.0,N,132,29,1,41.5,0.5,0.5,0.0,0.0,0.3,42.8,0.0,
177,2,2021-02-01 00:10:27,2021-02-01 00:20:58,1.0,2.93,1.0,N,141,74,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5,
178,2,2021-02-01 00:38:50,2021-02-01 00:39:26,1.0,0.04,1.0,N,132,132,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,
179,2,2021-02-01 00:25:50,2021-02-01 00:39:14,1.0,1.33,1.0,N,186,50,1,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5,
180,2,2021-02-01 00:21:48,2021-02-01 00:46:09,1.0,7.53,1.0,N,132,76,1,23.5,0.5,0.5,4.96,0.0,0.3,29.76,0.0,
181,2,2021-02-01 00:11:18,2021-02-01 00:25:26,1.0,2.75,1.0,N,68,79,1,11.0,0.5,0.5,3.7,0.0,0.3,18.5,2.5,
182,2,2021-02-01 00:41:31,2021-02-01 00:46:51,1.0,1.5,1.0,N,186,50,1,6.5,0.5,0.5,2.06,0.0,0.3,12.36,2.5,
183,2,2021-02-01 00:18:41,2021-02-01 00:41:35,1.0,12.22,1.0,N,132,138,1,33.5,0.5,0.5,15.0,0.0,0.3,49.8,0.0,
184,2,2021-02-01 00:21:21,2021-02-01 00:25:01,1.0,0.68,1.0,N,48,50,1,4.5,0.5,0.5,2.08,0.0,0.3,10.38,2.5,
185,2,2021-02-01 00:36:15,2021-02-01 01:11:05,1.0,16.7,1.0,N,132,256,1,45.5,0.5,0.5,9.36,0.0,0.3,56.16,0.0,
186,2,2021-02-01 00:24:59,2021-02-01 00:52:00,4.0,9.14,1.0,N,132,39,2,26.5,0.5,0.5,0.0,0.0,0.3,27.8,0.0,
187,2,2021-02-01 00:14:33,2021-02-01 01:04:32,3.0,11.09,1.0,N,263,61,1,40.5,0.5,0.5,8.86,0.0,0.3,53.16,2.5,
188,2,2021-02-01 00:06:36,2021-02-01 00:26:17,2.0,5.02,1.0,N,48,74,1,17.0,0.5,0.5,4.16,0.0,0.3,24.96,2.5,
189,1,2021-02-01 00:41:28,2021-02-01 00:41:45,1.0,0.0,5.0,N,232,232,1,64.5,0.0,0.0,19.4,0.0,0.3,84.2,0.0,
190,2,2021-02-01 00:20:25,2021-02-01 01:02:15,1.0,19.46,2.0,N,132,238,1,52.0,0.0,0.5,13.82,0.0,0.3,69.12,2.5,
191,2,2021-02-01 00:33:09,2021-02-01 00:41:56,1.0,1.41,1.0,N,229,50,1,7.5,0.5,0.5,3.39,0.0,0.3,14.69,2.5,
192,2,2021-01-31 23:28:39,2021-01-31 23:38:47,1.0,1.33,1.0,N,162,141,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5,
193,2,2021-02-01 00:08:09,2021-02-01 00:13:25,1.0,0.76,1.0,N,142,143,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5,
194,2,2021-02-01 00:49:53,2021-02-01 00:57:59,1.0,2.48,1.0,N,79,229,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5,
195,2,2021-02-01 00:13:16,2021-02-01 00:49:46,1.0,14.76,1.0,N,74,205,2,42.0,0.5,0.5,0.0,6.12,0.3,49.42,0.0,
196,1,2021-02-01 01:28:47,2021-02-01 01:35:16,1.0,1.4,1.0,N,263,229,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5,
197,1,2021-02-01 01:12:15,2021-02-01 01:18:32,1.0,1.3,1.0,N,143,186,2,6.5,3.0,0.5,0.0,0.0,0.3,10.3,2.5,
198,2,2021-02-01 01:52:09,2021-02-01 02:06:30,1.0,2.26,1.0,N,143,229,2,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5,
199,2,2021-02-01 01:35:56,2021-02-01 03:06:24,3.0,38.89,4.0,N,132,265,1,154.0,0.5,0.5,32.28,6.12,0.3,193.7,0.0,
200,2,2021-02-01 01:42:50,2021-02-01 02:03:53,1.0,9.84,1.0,N,132,265,2,28.0,0.5,0.5,0.0,0.0,0.3,29.3,0.0,
201,1,2021-02-01 01:08:57,2021-02-01 01:28:07,1.0,6.1,1.0,N,141,87,1,20.0,3.0,0.5,5.95,0.0,0.3,29.75,2.5,
202,1,2021-02-01 01:41:06,2021-02-01 01:47:27,1.0,1.5,1.0,N,211,234,3,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5,
203,2,2021-02-01 01:12:42,2021-02-01 01:55:13,2.0,19.46,1.0,N,132,248,1,54.0,0.5,0.5,12.28,6.12,0.3,73.7,0.0,
204,2,2021-02-01 01:01:05,2021-02-01 01:45:06,1.0,18.34,5.0,N,132,265,1,84.0,0.0,0.0,0.0,0.0,0.3,84.3,0.0,
205,2,2021-02-01 01:08:49,2021-02-01 01:30:47,2.0,5.83,1.0,N,141,114,1,19.0,0.5,0.5,6.84,0.0,0.3,29.64,2.5,
206,2,2021-02-01 01:51:12,2021-02-01 01:55:37,1.0,0.71,1.0,N,137,164,2,-5.0,-0.5,-0.5,0.0,0.0,-0.3,-8.8,-2.5,
207,2,2021-02-01 01:51:12,2021-02-01 01:55:37,1.0,0.71,1.0,N,137,164,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5,
208,2,2021-02-01 01:18:12,2021-02-01 01:26:25,1.0,2.62,1.0,N,143,41,2,9.0,0.5,0.5,0.0,0.0,0.3,12.8,2.5,
209,2,2021-02-01 01:31:08,2021-02-01 01:40:11,1.0,1.99,1.0,N,166,116,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,0.0,
210,2,2021-02-01 01:41:05,2021-02-01 02:00:15,1.0,6.79,1.0,N,132,76,2,20.5,0.5,0.5,0.0,0.0,0.3,21.8,0.0,
211,2,2021-02-01 01:35:22,2021-02-01 01:51:14,1.0,3.14,1.0,N,162,148,2,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5,
212,1,2021-02-01 01:08:45,2021-02-01 01:15:58,1.0,0.7,1.0,N,114,148,2,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5,
213,1,2021-02-01 01:05:24,2021-02-01 01:42:31,1.0,7.7,1.0,N,162,70,1,26.5,3.0,0.5,7.55,0.0,0.3,37.85,2.5,
214,1,2021-02-01 01:47:53,2021-02-01 01:52:09,1.0,0.4,1.0,N,70,70,1,4.5,0.5,0.5,1.15,0.0,0.3,6.95,0.0,
215,2,2021-02-01 01:11:26,2021-02-01 01:20:03,2.0,2.03,1.0,N,186,79,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5,
216,2,2021-02-01 01:45:12,2021-02-01 01:45:15,1.0,0.02,5.0,N,264,264,2,12.0,0.0,0.0,0.0,0.0,0.3,12.3,0.0,
217,2,2021-02-01 01:51:10,2021-02-01 01:55:39,4.0,0.84,1.0,N,68,68,1,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5,
218,1,2021-02-01 01:21:15,2021-02-01 01:34:28,1.0,3.4,1.0,N,141,168,2,12.0,3.0,0.5,0.0,0.0,0.3,15.8,2.5,
219,2,2021-02-01 01:09:03,2021-02-01 01:18:31,1.0,2.91,1.0,N,161,238,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5,
220,2,2021-02-01 01:26:31,2021-02-01 01:29:53,1.0,1.05,1.0,N,48,68,1,5.0,0.5,0.5,1.76,0.0,0.3,10.56,2.5,
221,2,2021-02-01 01:50:15,2021-02-01 01:57:37,1.0,2.04,1.0,N,68,48,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5,
222,2,2021-02-01 01:48:59,2021-02-01 02:03:09,1.0,2.83,1.0,N,140,234,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5,
223,1,2021-02-01 01:03:32,2021-02-01 01:11:54,1.0,1.4,1.0,N,231,113,2,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5,
224,1,2021-02-01 01:14:25,2021-02-01 01:27:45,1.0,2.3,1.0,N,186,79,2,10.5,3.0,0.5,0.0,0.0,0.3,14.3,2.5,
225,1,2021-02-01 01:46:06,2021-02-01 02:05:48,2.0,4.6,1.0,N,132,216,1,15.5,0.5,0.5,5.0,0.0,0.3,21.8,0.0,
226,1,2021-02-01 01:19:43,2021-02-01 01:38:25,1.0,3.6,1.0,N,238,186,2,15.0,3.0,0.5,0.0,0.0,0.3,18.8,2.5,
227,2,2021-02-01 01:41:29,2021-02-01 01:47:58,1.0,1.4,1.0,N,238,75,2,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5,
228,2,2021-02-01 01:43:29,2021-02-01 02:09:25,1.0,9.17,1.0,N,132,131,2,27.0,0.5,0.5,0.0,0.0,0.3,28.3,0.0,
229,1,2021-02-01 01:26:38,2021-02-01 01:36:26,1.0,2.3,1.0,N,264,264,1,9.5,0.5,0.5,0.0,0.0,0.3,10.8,0.0,
230,1,2021-02-01 01:46:03,2021-02-01 01:48:36,1.0,0.5,1.0,N,263,75,1,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5,
231,2,2021-02-01 01:32:04,2021-02-01 01:44:49,1.0,1.64,1.0,N,188,72,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,0.0,
232,2,2021-02-01 01:03:21,2021-02-01 01:20:23,1.0,4.79,1.0,N,125,141,2,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5,
233,2,2021-02-01 01:31:37,2021-02-01 01:51:19,1.0,4.43,1.0,N,114,225,2,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5,
234,2,2021-02-01 01:18:25,2021-02-01 01:32:26,1.0,2.03,1.0,N,116,41,1,10.5,0.5,0.5,1.77,0.0,0.3,13.57,0.0,
235,2,2021-02-01 01:11:10,2021-02-01 01:19:28,1.0,1.75,1.0,N,230,143,1,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5,
236,2,2021-02-01 01:32:23,2021-02-01 02:00:37,1.0,5.52,1.0,N,100,42,2,21.0,0.5,0.5,0.0,0.0,0.3,24.8,2.5,
237,1,2021-02-01 01:02:10,2021-02-01 01:59:45,2.0,18.1,2.0,N,132,163,2,52.0,2.5,0.5,0.0,0.0,0.3,55.3,2.5,
238,2,2021-02-01 01:19:49,2021-02-01 01:36:09,1.0,3.05,1.0,N,148,100,2,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5,
239,2,2021-02-01 01:53:22,2021-02-01 02:00:04,1.0,1.03,1.0,N,75,41,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0.0,
240,1,2021-02-01 01:24:58,2021-02-01 01:58:29,2.0,13.8,1.0,N,243,256,4,39.0,3.0,0.5,0.0,0.0,0.3,42.8,2.5,
241,2,2021-02-01 01:07:00,2021-02-01 01:20:07,1.0,3.38,1.0,N,264,264,2,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5,
242,2,2021-02-01 01:43:11,2021-02-01 02:05:05,1.0,2.31,1.0,N,239,41,1,14.5,0.5,0.5,1.7,0.0,0.3,20.0,2.5,
243,1,2021-02-01 01:07:22,2021-02-01 01:12:20,1.0,0.6,1.0,N,142,143,1,5.0,2.5,0.5,0.0,0.0,0.3,8.3,2.5,
244,1,2021-02-01 01:40:46,2021-02-01 01:43:56,1.0,0.0,1.0,N,143,143,2,4.0,2.5,0.5,0.0,0.0,0.3,7.3,2.5,
245,1,2021-02-01 01:45:09,2021-02-01 01:59:28,1.0,4.7,1.0,N,142,152,2,16.5,2.5,0.5,0.0,0.0,0.3,19.8,2.5,
246,1,2021-02-01 01:06:34,2021-02-01 01:11:46,1.0,0.8,1.0,N,48,50,2,5.5,3.0,0.5,0.0,0.0,0.3,9.3,2.5,
247,1,2021-02-01 01:20:27,2021-02-01 02:01:11,1.0,7.9,1.0,N,48,129,2,30.0,3.0,0.5,0.0,0.0,0.3,33.8,2.5,
248,2,2021-02-01 01:11:40,2021-02-01 01:23:11,1.0,2.54,1.0,N,107,141,1,10.0,0.5,0.5,4.14,0.0,0.3,17.94,2.5,
249,1,2021-02-01 01:11:49,2021-02-01 01:19:22,1.0,0.9,1.0,N,144,4,3,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5,
250,1,2021-02-01 01:53:11,2021-02-01 01:57:17,1.0,0.6,1.0,N,141,229,1,4.5,3.0,0.5,1.0,0.0,0.3,9.3,2.5,
251,2,2021-02-01 01:50:03,2021-02-01 02:05:39,1.0,2.35,1.0,N,90,148,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5,
252,2,2021-02-01 01:59:55,2021-02-01 02:24:29,5.0,5.37,1.0,N,48,116,2,19.5,0.5,0.5,0.0,0.0,0.3,23.3,2.5,
253,2,2021-02-01 01:44:27,2021-02-01 01:56:11,5.0,0.46,1.0,N,90,90,2,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5,
254,2,2021-02-01 01:12:28,2021-02-01 01:14:26,1.0,0.47,1.0,N,79,4,2,3.5,0.5,0.5,0.0,0.0,0.3,7.3,2.5,
255,2,2021-02-01 01:43:09,2021-02-01 01:48:11,1.0,1.53,1.0,N,137,79,1,6.5,0.5,0.5,1.54,0.0,0.3,11.84,2.5,
256,2,2021-02-01 01:35:27,2021-02-01 01:37:39,1.0,0.43,1.0,N,141,141,2,3.5,0.5,0.5,0.0,0.0,0.3,7.3,2.5,
257,2,2021-02-01 01:37:21,2021-02-01 01:43:47,1.0,1.65,1.0,N,137,4,2,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5,
258,1,2021-02-01 01:30:04,2021-02-01 01:48:08,1.0,7.5,1.0,N,262,94,2,22.0,0.5,0.5,0.0,0.0,0.3,23.3,0.0,
259,2,2021-02-01 01:37:47,2021-02-01 01:42:02,2.0,1.28,1.0,N,236,162,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5,
260,2,2021-02-01 01:56:35,2021-02-01 02:11:53,2.0,3.87,1.0,N,237,168,2,14.0,0.5,0.5,0.0,0.0,0.3,17.8,2.5,
261,2,2021-02-01 01:49:35,2021-02-01 02:34:39,3.0,16.51,1.0,N,132,193,2,45.0,0.5,0.5,0.0,0.0,0.3,46.3,0.0,
262,2,2021-02-01 01:08:28,2021-02-01 01:27:49,1.0,6.8,1.0,N,162,25,1,21.0,0.5,0.5,7.44,0.0,0.3,32.24,2.5,
263,2,2021-02-01 01:22:33,2021-02-01 01:49:57,1.0,4.59,1.0,N,186,41,1,19.0,0.5,0.5,4.56,0.0,0.3,27.36,2.5,
264,1,2021-02-01 01:30:25,2021-02-01 01:30:43,2.0,0.0,5.0,N,234,234,1,17.3,0.0,0.0,3.5,0.0,0.3,21.1,0.0,
265,2,2021-02-01 01:54:13,2021-02-01 02:15:19,1.0,3.33,1.0,N,7,173,2,15.0,0.5,0.5,0.0,0.0,0.3,16.3,0.0,
266,1,2021-02-01 01:01:23,2021-02-01 01:01:36,1.0,0.0,5.0,N,48,100,1,60.0,0.0,0.0,12.05,0.0,0.3,72.35,0.0,
267,1,2021-02-01 01:03:37,2021-02-01 01:12:36,1.0,1.6,1.0,N,186,161,1,8.0,3.0,0.5,1.0,0.0,0.3,12.8,2.5,
268,1,2021-02-01 01:24:50,2021-02-01 01:32:39,3.0,1.6,1.0,N,230,234,1,7.5,3.0,0.5,2.0,0.0,0.3,13.3,2.5,
269,1,2021-02-01 01:42:07,2021-02-01 02:15:44,3.0,8.8,1.0,N,162,56,2,28.5,3.0,0.5,0.0,0.0,0.3,32.3,2.5,
270,2,2021-02-01 00:42:52,2021-02-01 01:39:05,1.0,11.29,1.0,N,186,35,2,37.5,0.5,0.5,0.0,6.12,0.3,47.42,2.5,
271,2,2021-02-01 01:44:36,2021-02-01 02:15:03,1.0,11.66,1.0,N,132,91,2,32.5,0.5,0.5,0.0,0.0,0.3,33.8,0.0,
272,2,2021-02-01 01:33:04,2021-02-01 01:34:56,6.0,0.82,1.0,N,75,263,1,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5,
273,2,2021-02-01 01:51:01,2021-02-01 01:55:09,6.0,1.14,1.0,N,186,50,2,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5,
274,1,2021-02-01 01:06:38,2021-02-01 01:07:04,0.0,14.6,5.0,N,140,140,1,61.7,0.0,0.0,12.4,0.0,0.3,74.4,0.0,
275,2,2021-02-01 01:00:06,2021-02-01 01:14:42,1.0,2.02,1.0,N,74,42,2,11.0,0.5,0.5,0.0,0.0,0.3,12.3,0.0,
276,1,2021-02-01 01:40:39,2021-02-01 01:51:57,1.0,2.1,1.0,N,186,142,1,9.0,3.0,0.5,2.55,0.0,0.3,15.35,2.5,
277,2,2021-02-01 01:13:32,2021-02-01 01:33:07,1.0,3.67,1.0,N,186,232,2,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5,
278,2,2021-02-01 01:54:31,2021-02-01 02:03:59,1.0,3.12,1.0,N,107,263,1,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5,
279,2,2021-02-01 01:49:31,2021-02-01 02:33:03,1.0,20.26,1.0,N,132,31,2,54.0,0.5,0.5,0.0,6.12,0.3,61.42,0.0,
280,2,2021-02-01 01:11:34,2021-02-01 01:56:42,2.0,7.35,1.0,N,233,162,1,25.5,0.5,0.5,0.0,0.0,0.3,29.3,2.5,
281,1,2021-02-01 01:45:25,2021-02-01 02:32:01,1.0,5.6,1.0,N,166,166,2,28.0,0.5,0.5,0.0,0.0,0.3,29.3,0.0,
282,1,2021-02-01 01:09:06,2021-02-01 01:27:09,1.0,4.5,1.0,N,48,226,2,15.5,3.0,0.5,0.0,0.0,0.3,19.3,2.5,
283,2,2021-02-01 01:24:37,2021-02-01 01:24:49,2.0,0.0,2.0,N,249,249,1,52.0,0.0,0.5,11.06,0.0,0.3,66.36,2.5,
284,2,2021-02-01 01:19:01,2021-02-01 01:52:11,1.0,7.49,1.0,N,162,198,1,25.5,0.5,0.5,0.0,6.12,0.3,35.42,2.5,
285,2,2021-02-01 01:21:01,2021-02-01 01:47:56,1.0,6.01,1.0,N,230,52,4,-21.0,-0.5,-0.5,0.0,0.0,-0.3,-24.8,-2.5,
286,2,2021-02-01 01:21:01,2021-02-01 01:47:56,1.0,6.01,1.0,N,230,52,2,21.0,0.5,0.5,0.0,0.0,0.3,24.8,2.5,
287,2,2021-02-01 01:26:07,2021-02-01 01:39:20,1.0,5.97,1.0,N,132,130,2,18.0,0.5,0.5,0.0,0.0,0.3,19.3,0.0,
288,2,2021-02-01 01:21:00,2021-02-01 01:33:04,1.0,1.72,1.0,N,48,229,1,9.0,0.5,0.5,2.56,0.0,0.3,15.36,2.5,
289,2,2021-02-01 01:42:11,2021-02-01 01:46:45,1.0,0.92,1.0,N,162,229,1,5.0,0.5,0.5,2.64,0.0,0.3,11.44,2.5,
290,2,2021-02-01 01:05:58,2021-02-01 01:06:05,3.0,0.0,5.0,N,238,238,4,-400.0,0.0,0.0,0.0,0.0,-0.3,-402.8,-2.5,
291,2,2021-02-01 01:05:58,2021-02-01 01:06:05,3.0,0.0,5.0,N,238,238,2,400.0,0.0,0.0,0.0,0.0,0.3,402.8,2.5,
292,2,2021-02-01 01:10:38,2021-02-01 01:16:57,1.0,1.89,1.0,N,239,230,4,-7.5,-0.5,-0.5,0.0,0.0,-0.3,-11.3,-2.5,
293,2,2021-02-01 01:10:38,2021-02-01 01:16:57,1.0,1.89,1.0,N,239,230,2,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5,
294,2,2021-02-01 01:12:08,2021-02-01 01:35:11,1.0,3.3,1.0,N,100,4,1,15.0,0.5,0.5,3.76,0.0,0.3,22.56,2.5,
295,2,2021-02-01 01:00:52,2021-02-01 01:07:44,1.0,2.21,1.0,N,141,75,2,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5,
296,2,2021-02-01 01:09:44,2021-02-01 01:10:44,1.0,0.04,1.0,N,75,75,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,
297,2,2021-02-01 01:49:54,2021-02-01 02:20:19,1.0,8.68,1.0,N,229,244,2,27.5,0.5,0.5,0.0,0.0,0.3,31.3,2.5,
298,1,2021-02-01 02:05:17,2021-02-01 02:15:12,1.0,1.7,1.0,N,246,164,2,8.5,3.0,0.5,0.0,0.0,0.3,12.3,2.5,
299,2,2021-02-01 02:55:51,2021-02-01 03:02:04,1.0,1.04,1.0,N,161,100,2,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5,
300,2,2021-02-01 02:01:57,2021-02-01 02:30:23,2.0,8.19,1.0,N,132,63,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8,0.0,
301,2,2021-02-01 02:51:59,2021-02-01 03:01:19,1.0,1.42,1.0,N,137,224,1,7.5,0.5,0.5,3.39,0.0,0.3,14.69,2.5,
302,2,2021-02-01 02:33:39,2021-02-01 02:35:37,1.0,0.58,1.0,N,166,166,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,0.0,
303,2,2021-02-01 02:46:26,2021-02-01 02:59:55,1.0,2.59,1.0,N,79,68,4,-11.5,-0.5,-0.5,0.0,0.0,-0.3,-15.3,-2.5,
304,2,2021-02-01 02:46:26,2021-02-01 02:59:55,1.0,2.59,1.0,N,79,68,2,11.5,0.5,0.5,0.0,0.0,0.3,15.3,2.5,
305,2,2021-02-01 02:13:26,2021-02-01 02:28:02,1.0,2.8,1.0,N,229,148,1,12.0,0.5,0.5,3.16,0.0,0.3,18.96,2.5,
306,2,2021-02-01 02:20:51,2021-02-01 02:31:19,1.0,1.7,1.0,N,68,107,1,8.0,0.5,0.5,3.54,0.0,0.3,15.34,2.5,
307,1,2021-02-01 02:13:00,2021-02-01 02:43:42,1.0,6.3,1.0,N,239,83,2,23.5,3.0,0.5,0.0,0.0,0.3,27.3,2.5,
308,2,2021-02-01 02:05:16,2021-02-01 02:13:30,1.0,1.76,1.0,N,234,4,1,8.0,0.5,0.5,1.0,0.0,0.3,12.8,2.5,
309,2,2021-02-01 02:02:30,2021-02-01 02:43:12,2.0,20.21,1.0,N,132,69,2,55.0,0.5,0.5,0.0,6.12,0.3,62.42,0.0,
310,1,2021-02-01 02:05:28,2021-02-01 02:48:58,1.0,7.9,1.0,N,234,198,2,29.5,3.0,0.5,0.0,0.0,0.3,33.3,2.5,
311,2,2021-02-01 02:18:57,2021-02-01 02:21:17,1.0,0.76,1.0,N,107,170,1,4.5,0.5,0.5,2.08,0.0,0.3,10.38,2.5,
312,2,2021-02-01 02:52:34,2021-02-01 02:58:55,1.0,1.21,1.0,N,186,246,1,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5,
313,2,2021-02-01 02:19:09,2021-02-01 02:23:53,1.0,0.84,1.0,N,144,231,2,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5,
314,2,2021-02-01 02:46:50,2021-02-01 03:08:11,1.0,4.15,1.0,N,186,75,2,17.0,0.5,0.5,0.0,0.0,0.3,20.8,2.5,
315,1,2021-02-01 02:00:40,2021-02-01 02:18:01,1.0,4.3,1.0,N,170,7,1,15.5,3.0,0.5,5.75,0.0,0.3,25.05,2.5,
316,2,2021-02-01 02:55:29,2021-02-01 02:55:40,1.0,0.0,1.0,N,100,100,2,2.5,0.5,0.5,0.0,0.0,0.3,6.3,2.5,
317,1,2021-02-01 02:01:41,2021-02-01 02:08:51,1.0,1.0,1.0,N,75,75,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0.0,
318,2,2021-02-01 02:33:19,2021-02-01 02:44:09,2.0,2.11,1.0,N,114,232,1,9.5,0.5,0.5,1.0,0.0,0.3,14.3,2.5,
319,1,2021-02-01 02:05:53,2021-02-01 02:19:57,1.0,0.0,1.0,N,42,194,1,15.2,0.0,0.5,0.0,6.12,0.3,22.12,0.0,
320,1,2021-02-01 02:49:32,2021-02-01 03:01:16,1.0,2.5,1.0,N,141,234,2,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5,
321,2,2021-02-01 02:09:04,2021-02-01 02:15:26,2.0,1.09,1.0,N,75,41,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,0.0,
322,1,2021-02-01 02:05:58,2021-02-01 02:06:35,2.0,0.1,1.0,N,256,256,2,2.5,0.5,0.5,0.0,0.0,0.3,3.8,0.0,
323,1,2021-02-01 02:33:05,2021-02-01 02:33:37,2.0,0.1,1.0,N,48,48,3,2.5,3.0,0.5,0.0,0.0,0.3,6.3,2.5,
324,1,2021-02-01 02:57:05,2021-02-01 03:19:50,2.0,7.3,1.0,N,186,17,4,23.0,3.0,0.5,0.0,0.0,0.3,26.8,2.5,
325,2,2021-02-01 02:51:21,2021-02-01 03:00:27,1.0,2.4,1.0,N,45,181,2,9.5,0.5,0.5,0.0,0.0,0.3,13.3,2.5,
